Flight_Number,Departure_Airport,Arrival_Airport,Flight_Date,Flight_Time,Booking_Date,Booking_Channel,Passenger_ID,Age,Travel_Class,Ticket_Price,Fare_Class,Payment_Method,Flight_Month,Date,GDP_Growth_Rate,Inflation_Rate,Unemployment_Rate,Month,Holiday_Name,Holiday_Date,Holiday_Type,Holiday_Indicator,Weather_Condition,Temperature,Wind_Speed,Precipitation,Departure_Delay,Cancellation,Competitor_Price,Booking_Lead_Time,Airline,Flight_Date_Numeric,Booking_Date_Numeric,Flight_Time_Minutes,Holiday_Date_Numeric
DA404,LAX,LAS,2023-03-29,18:25:00,2023-02-05,Phone,624,60,Business,1130.23,Regular,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-29,Non-Holiday,0,Fog,29.75,2.11,28.64,164,0,1329.54,52,Delta Airlines,87,131,1105,87
DA404,JFK,SFO,2023-05-13,11:38:00,2023-03-25,Online,3421,50,Economy,1326.59,Regular,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-13,Non-Holiday,0,Storm,10.16,19.23,37.97,221,0,513.94,49,Delta Airlines,132,179,698,132
DA404,LAX,SEA,2023-06-11,03:24:00,2023-04-09,Phone,3887,66,First Class,1434.14,Regular,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-11,Non-Holiday,0,Snow,0.22,4.74,14.73,196,0,1205.92,63,Delta Airlines,161,194,204,161
EA505,LAX,ATL,2023-05-15,23:00:00,2023-04-24,Phone,73,47,Economy,1124.84,Discount,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-15,Non-Holiday,0,Snow,-8.02,19.26,4.03,140,1,166.84,21,Emirates,134,209,1380,134
EA505,ORD,LAS,2023-03-04,13:45:00,2023-01-28,Travel Agency,3669,39,Business,572.55,Regular,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-04,Non-Holiday,0,Fog,24.67,9.91,21.41,80,0,680.77,35,Emirates,62,123,825,62
DA404,ORD,SFO,2023-07-01,04:22:00,2023-05-15,Travel Agency,3959,45,First Class,470.84,Premium,Credit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,Christmas,2023-07-01,Public Holiday,1,Rain,32.98,19.71,19.31,16,0,1343.19,47,Delta Airlines,181,230,262,181
AA100,JFK,ATL,2023-02-11,03:08:00,2022-11-30,Online,2543,64,Business,1331.45,Regular,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-11,Non-Holiday,0,Rain,28.06,9.84,28.82,106,0,555.37,73,American Airlines,41,64,188,41
EA505,ORD,SEA,2023-11-11,16:08:00,2023-09-24,Online,582,26,Business,206.4,Regular,Miles,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-11,Non-Holiday,0,Fog,31.95,9.07,15.88,25,0,814.83,48,Emirates,314,362,968,314
BA202,JFK,SEA,2023-02-27,22:26:00,2023-01-22,Phone,214,66,Business,468.75,Regular,Debit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-27,Non-Holiday,0,Fog,8.34,14.45,12.35,167,0,333.31,36,British Airways,57,117,1346,57
AA100,DEN,SFO,2023-10-29,14:45:00,2023-08-04,Phone,1011,67,Economy,586.14,Premium,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-29,Non-Holiday,0,Fog,-1.6,10.13,31.17,143,0,124.5,86,American Airlines,301,311,885,301
AA100,DEN,SFO,2023-10-29,14:45:00,2023-08-04,Phone,1011,67,Economy,586.14,Premium,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-29,Non-Holiday,0,Rain,33.15,6.93,32.37,174,0,266.85,86,American Airlines,301,311,885,301
EA505,DEN,MIA,2023-07-31,04:14:00,2023-07-30,Phone,4635,30,First Class,1330.57,Discount,Credit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-31,Non-Holiday,0,Storm,1.21,7.03,46.05,129,0,1121.29,1,Emirates,211,306,254,211
BA202,ORD,MIA,2023-10-02,04:42:00,2023-08-27,Travel Agency,1461,35,Business,452.83,Premium,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-02,Non-Holiday,0,Storm,9.06,4.93,20.2,217,0,1053.6,36,British Airways,274,334,282,274
AA100,DEN,SFO,2023-07-11,01:43:00,2023-07-04,Online,2490,59,Business,546.6,Premium,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-11,Non-Holiday,0,Fog,29.52,11.86,9.41,216,0,982.61,7,American Airlines,191,280,103,191
CA303,DEN,LAS,2023-04-12,13:53:00,2023-01-27,Online,2916,61,Economy,101.91,Discount,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-12,Non-Holiday,0,Clear,26.62,1.24,7.72,162,0,1089.86,75,Air Canada,101,122,833,101
CA303,ORD,ATL,2023-06-13,07:40:00,2023-05-12,Online,4837,54,Economy,966.43,Discount,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-13,Non-Holiday,0,Fog,6.83,8.45,15.45,3,0,499.03,32,Air Canada,163,227,460,163
EA505,LAX,MIA,2023-03-30,23:53:00,2023-03-18,Phone,2220,25,First Class,191.84,Regular,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-30,Non-Holiday,0,Storm,30.17,10.36,24.99,40,0,136.4,12,Emirates,88,172,1433,88
CA303,JFK,SFO,2023-11-04,23:45:00,2023-08-29,Phone,1074,36,Economy,250.72,Regular,Miles,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-04,Non-Holiday,0,Snow,-9.48,7.74,0.08,75,0,319.44,67,Air Canada,307,336,1425,307
BA202,ORD,ATL,2023-10-04,19:40:00,2023-09-09,Online,539,56,First Class,622.92,Discount,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-04,Non-Holiday,0,Storm,7.84,15.8,32.89,42,0,1049.66,25,British Airways,276,347,1180,276
CA303,DFW,SEA,2023-10-02,01:56:00,2023-09-27,Travel Agency,3939,20,First Class,717.3,Regular,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-02,Non-Holiday,0,Storm,32.45,11.39,37.03,20,0,1235.37,5,Air Canada,274,365,116,274
EA505,DEN,SEA,2023-07-01,14:26:00,2023-04-23,Phone,3214,36,Business,1075.97,Premium,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,Christmas,2023-07-01,Public Holiday,1,Rain,0.69,18.49,10.33,56,0,1350.03,69,Emirates,181,208,866,181
DA404,ORD,ATL,2023-09-11,20:06:00,2023-09-06,Online,62,68,Economy,900.47,Discount,Credit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-11,Non-Holiday,0,Rain,30.89,13.4,35.42,62,0,1243.29,5,Delta Airlines,253,344,1206,253
BA202,LAX,MIA,2023-07-16,18:41:00,2023-04-19,Phone,4397,61,Economy,593.65,Discount,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-16,Non-Holiday,0,Storm,7.02,13.0,43.35,154,0,1244.71,88,British Airways,196,204,1121,196
BA202,JFK,SFO,2023-03-01,05:41:00,2022-12-06,Online,3745,42,Economy,306.32,Discount,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,Thanksgiving,2023-03-01,Public Holiday,1,Clear,26.78,16.66,26.14,194,0,320.28,85,British Airways,59,70,341,59
BA202,LAX,SFO,2023-11-04,06:38:00,2023-08-29,Travel Agency,1492,23,First Class,265.96,Regular,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-04,Non-Holiday,0,Fog,-3.19,3.77,45.44,222,0,517.12,67,British Airways,307,336,398,307
BA202,DFW,SFO,2023-03-08,05:13:00,2023-02-28,Phone,426,53,Economy,647.04,Premium,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-08,Non-Holiday,0,Rain,19.38,8.99,16.78,57,0,1394.05,8,British Airways,66,154,313,66
BA202,JFK,SFO,2023-10-01,21:08:00,2023-09-05,Travel Agency,4949,61,Business,1090.91,Premium,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,Labor Day,2023-10-01,Public Holiday,1,Rain,30.92,13.01,16.15,40,0,130.86,26,British Airways,273,343,1268,273
DA404,LAX,SFO,2023-03-21,16:46:00,2023-02-26,Online,2818,42,Business,263.71,Discount,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-21,Non-Holiday,0,Rain,-8.87,14.98,49.12,92,0,734.5,23,Delta Airlines,79,152,1006,79
BA202,JFK,SEA,2023-12-28,05:34:00,2023-10-26,Online,4747,31,First Class,185.56,Discount,Credit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-28,Non-Holiday,0,Fog,19.45,8.29,28.03,12,0,919.63,63,British Airways,361,394,334,361
AA100,LAX,ATL,2023-05-23,04:43:00,2023-04-29,Travel Agency,407,59,Economy,1033.67,Premium,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-23,Non-Holiday,0,Clear,5.76,14.46,43.57,120,0,1294.48,24,American Airlines,142,214,283,142
AA100,DFW,SEA,2023-06-29,00:58:00,2023-04-13,Phone,4972,22,First Class,131.31,Discount,Debit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-29,Non-Holiday,0,Rain,36.57,5.08,8.57,173,0,1073.57,77,American Airlines,179,198,58,179
DA404,LAX,SEA,2023-08-03,16:16:00,2023-07-19,Online,620,35,First Class,667.03,Regular,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-03,Non-Holiday,0,Storm,15.28,2.64,41.8,20,0,602.79,15,Delta Airlines,214,295,976,214
BA202,JFK,ATL,2023-03-13,07:58:00,2023-01-31,Online,1209,45,Business,104.49,Discount,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-13,Non-Holiday,0,Clear,22.75,13.66,9.55,216,0,1079.75,41,British Airways,71,126,478,71
AA100,LAX,SEA,2023-07-30,14:50:00,2023-07-29,Travel Agency,897,33,Business,460.06,Premium,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-30,Non-Holiday,0,Clear,2.39,10.35,42.24,194,0,112.45,1,American Airlines,210,305,890,210
AA100,DEN,ATL,2023-09-02,19:33:00,2023-07-19,Travel Agency,2008,58,Business,854.86,Discount,Debit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-02,Non-Holiday,0,Clear,-1.27,1.32,34.92,229,0,783.02,45,American Airlines,244,295,1173,244
BA202,DEN,SFO,2023-01-31,23:12:00,2023-01-17,Phone,315,24,First Class,234.07,Discount,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-31,Non-Holiday,0,Storm,11.41,1.34,21.38,19,0,1017.5,14,British Airways,30,112,1392,30
EA505,JFK,MIA,2023-06-05,08:05:00,2023-03-01,Travel Agency,4216,19,First Class,1056.31,Premium,Debit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-05,Non-Holiday,0,Fog,31.84,1.04,17.83,92,0,536.9,96,Emirates,155,155,485,155
BA202,ORD,LAS,2023-01-17,18:16:00,2022-12-31,Travel Agency,336,51,Business,834.7,Regular,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-17,Non-Holiday,0,Fog,8.68,11.21,23.22,101,0,706.01,17,British Airways,16,95,1096,16
AA100,LAX,SFO,2023-02-10,17:19:00,2022-12-02,Online,686,50,Business,1061.32,Premium,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-10,Non-Holiday,0,Snow,-1.31,20.0,39.09,51,0,1071.76,70,American Airlines,40,66,1039,40
AA100,JFK,SEA,2023-07-13,01:18:00,2023-04-19,Phone,1417,48,First Class,1138.69,Regular,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-13,Non-Holiday,0,Fog,2.05,9.6,15.9,85,0,238.41,85,American Airlines,193,204,78,193
AA100,DFW,MIA,2023-04-28,16:49:00,2023-04-10,Online,2186,27,First Class,536.61,Discount,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-28,Non-Holiday,0,Rain,10.68,12.97,11.3,58,0,1056.91,18,American Airlines,117,195,1009,117
AA100,LAX,LAS,2023-08-12,21:45:00,2023-06-06,Phone,3863,56,Economy,1315.71,Regular,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-12,Non-Holiday,0,Clear,38.06,3.29,27.1,142,0,1013.62,67,American Airlines,223,252,1305,223
EA505,DFW,ATL,2023-04-25,19:21:00,2023-02-26,Online,1681,46,First Class,1384.0,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-25,Non-Holiday,0,Snow,12.11,19.49,16.78,89,0,622.3,58,Emirates,114,152,1161,114
AA100,LAX,ATL,2023-08-02,17:41:00,2023-04-25,Travel Agency,2228,31,First Class,1219.23,Discount,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-02,Non-Holiday,0,Snow,18.22,12.87,22.24,60,0,660.71,99,American Airlines,213,210,1061,213
BA202,JFK,LAS,2023-09-30,07:07:00,2023-08-21,Travel Agency,2729,42,Economy,1306.15,Discount,Debit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-30,Non-Holiday,0,Rain,28.85,16.45,24.09,215,0,776.06,40,British Airways,272,328,427,272
EA505,DFW,LAS,2023-03-28,19:10:00,2023-02-25,Phone,2552,28,Business,480.26,Premium,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-28,Non-Holiday,0,Snow,23.97,19.75,40.77,90,1,400.08,31,Emirates,86,151,1150,86
BA202,LAX,LAS,2023-04-12,00:58:00,2023-01-03,Online,1584,39,First Class,1406.31,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-12,Non-Holiday,0,Snow,-9.44,17.19,27.38,219,0,884.94,99,British Airways,101,98,58,101
BA202,ORD,SEA,2023-01-25,05:30:00,2023-01-10,Online,2218,28,Business,1434.45,Regular,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-25,Non-Holiday,0,Rain,34.5,9.4,37.84,30,0,966.58,15,British Airways,24,105,330,24
DA404,DFW,MIA,2023-03-18,21:49:00,2023-02-11,Travel Agency,3645,63,First Class,723.14,Premium,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-18,Non-Holiday,0,Clear,23.57,3.5,25.56,26,0,861.48,35,Delta Airlines,76,137,1309,76
AA100,DFW,LAS,2023-10-02,05:07:00,2023-07-30,Online,3521,36,Business,379.08,Premium,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-02,Non-Holiday,0,Storm,32.45,11.39,37.03,77,0,1389.42,64,American Airlines,274,306,307,274
CA303,JFK,ATL,2023-12-28,00:16:00,2023-10-21,Phone,946,45,Economy,416.2,Premium,Miles,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-28,Non-Holiday,0,Fog,7.77,14.19,37.55,26,0,1062.77,68,Air Canada,361,389,16,361
BA202,JFK,ATL,2023-06-07,23:21:00,2023-03-24,Phone,3723,54,Business,960.86,Regular,Miles,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-07,Non-Holiday,0,Rain,21.44,12.9,7.23,132,1,311.12,75,British Airways,157,178,1401,157
CA303,LAX,LAS,2023-03-01,21:54:00,2023-02-12,Phone,1048,31,Business,725.47,Discount,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,Thanksgiving,2023-03-01,Public Holiday,1,Clear,-5.94,15.73,6.61,176,0,1045.6,17,Air Canada,59,138,1314,59
EA505,ORD,SFO,2023-08-27,15:49:00,2023-08-02,Phone,4222,28,Economy,1069.1,Regular,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-27,Non-Holiday,0,Storm,5.8,5.67,36.84,35,1,1366.2,25,Emirates,238,309,949,238
CA303,JFK,LAS,2023-06-15,13:58:00,2023-03-17,Travel Agency,2272,35,Business,570.72,Premium,Miles,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-15,Non-Holiday,0,Snow,-8.46,1.5,4.05,102,0,1197.22,90,Air Canada,165,171,838,165
CA303,DEN,ATL,2023-12-18,15:36:00,2023-10-17,Travel Agency,4631,39,Economy,325.54,Premium,Debit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-18,Non-Holiday,0,Rain,34.35,3.72,41.44,163,1,1293.81,62,Air Canada,351,385,936,351
EA505,DEN,ATL,2023-04-07,11:28:00,2023-01-25,Online,4130,65,Economy,906.31,Regular,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-07,Non-Holiday,0,Fog,2.59,17.23,6.8,75,0,173.99,72,Emirates,96,120,688,96
EA505,JFK,MIA,2023-05-14,16:42:00,2023-04-20,Travel Agency,4766,64,Business,539.79,Discount,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-14,Non-Holiday,0,Rain,24.53,3.04,15.58,224,0,972.41,24,Emirates,133,205,1002,133
EA505,DEN,SEA,2023-05-13,09:25:00,2023-02-22,Travel Agency,2376,23,First Class,1024.08,Premium,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-13,Non-Holiday,0,Clear,39.95,14.41,14.36,92,0,810.85,80,Emirates,132,148,565,132
EA505,JFK,SEA,2023-11-29,22:45:00,2023-10-27,Phone,4021,57,Economy,1262.72,Premium,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-29,Non-Holiday,0,Snow,-2.25,11.68,9.22,139,1,984.12,33,Emirates,332,395,1365,332
EA505,LAX,ATL,2023-12-12,02:23:00,2023-10-15,Travel Agency,3329,33,First Class,1165.58,Premium,Credit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-12,Non-Holiday,0,Fog,24.82,15.43,23.55,105,0,587.29,58,Emirates,345,383,143,345
BA202,ORD,SEA,2023-02-10,03:48:00,2022-12-29,Phone,3281,27,Economy,1001.18,Premium,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-10,Non-Holiday,0,Rain,31.8,15.2,47.97,212,0,760.91,43,British Airways,40,93,228,40
DA404,LAX,SEA,2023-02-13,11:24:00,2022-12-22,Travel Agency,3625,28,Business,586.1,Premium,Debit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-13,Non-Holiday,0,Storm,16.31,5.76,18.29,91,0,437.57,53,Delta Airlines,43,86,684,43
AA100,LAX,SEA,2023-07-04,05:59:00,2023-05-22,Travel Agency,285,27,First Class,899.87,Discount,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-04,Non-Holiday,0,Storm,10.91,5.73,6.03,16,0,868.85,43,American Airlines,184,237,359,184
BA202,ORD,SFO,2023-02-07,05:20:00,2023-01-27,Online,4805,29,Business,746.14,Discount,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-07,Non-Holiday,0,Storm,21.44,10.84,8.44,27,0,1332.19,11,British Airways,37,122,320,37
CA303,DEN,SEA,2023-04-29,05:31:00,2023-04-04,Online,1389,60,First Class,1141.49,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-29,Non-Holiday,0,Rain,13.35,16.64,3.83,115,0,439.74,25,Air Canada,118,189,331,118
DA404,DEN,SEA,2023-12-01,20:44:00,2023-11-04,Travel Agency,1063,33,First Class,923.64,Regular,Debit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,Independence Day,2023-12-01,Cultural Event,1,Clear,-9.12,8.7,26.74,39,0,1120.21,27,Delta Airlines,334,403,1244,334
AA100,ORD,LAS,2023-07-01,14:45:00,2023-04-19,Travel Agency,4991,38,Economy,1216.53,Premium,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,Christmas,2023-07-01,Public Holiday,1,Fog,-8.89,11.65,5.65,122,0,1148.44,73,American Airlines,181,204,885,181
DA404,DEN,ATL,2023-03-18,21:15:00,2023-01-23,Travel Agency,1589,60,Economy,495.7,Discount,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-18,Non-Holiday,0,Clear,22.27,10.84,12.91,210,0,1083.54,54,Delta Airlines,76,118,1275,76
BA202,LAX,ATL,2023-07-21,21:35:00,2023-07-13,Travel Agency,1039,45,Economy,1458.65,Discount,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-21,Non-Holiday,0,Clear,9.5,13.58,16.28,137,0,1158.35,8,British Airways,201,289,1295,201
EA505,JFK,MIA,2023-08-18,03:15:00,2023-05-21,Phone,4913,37,Business,570.7,Premium,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-18,Non-Holiday,0,Storm,9.06,9.84,24.53,129,0,343.36,89,Emirates,229,236,195,229
EA505,LAX,SEA,2023-03-30,12:11:00,2023-01-29,Phone,2833,48,Business,598.16,Discount,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-30,Non-Holiday,0,Fog,33.35,4.76,7.22,213,0,684.49,60,Emirates,88,124,731,88
DA404,ORD,LAS,2023-04-29,16:30:00,2023-03-08,Phone,4061,64,Business,1018.51,Premium,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-29,Non-Holiday,0,Storm,17.06,12.33,46.64,57,0,916.06,52,Delta Airlines,118,162,990,118
BA202,JFK,ATL,2023-06-02,07:39:00,2023-03-11,Phone,4133,55,Business,1190.32,Regular,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-02,Non-Holiday,0,Storm,-2.59,0.58,7.23,101,0,1367.98,83,British Airways,152,165,459,152
DA404,LAX,SEA,2023-08-11,11:28:00,2023-05-23,Travel Agency,147,48,Business,1332.75,Discount,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-11,Non-Holiday,0,Rain,39.15,3.11,48.12,195,1,727.5,80,Delta Airlines,222,238,688,222
DA404,ORD,SEA,2023-05-13,11:13:00,2023-03-03,Phone,751,49,First Class,1240.7,Discount,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-13,Non-Holiday,0,Storm,10.88,17.72,32.55,39,0,702.7,71,Delta Airlines,132,157,673,132
DA404,LAX,ATL,2023-01-23,06:31:00,2022-12-21,Travel Agency,2957,38,Economy,1439.59,Discount,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-23,Non-Holiday,0,Snow,34.72,18.16,2.47,9,0,648.8,33,Delta Airlines,22,85,391,22
AA100,DEN,MIA,2023-07-10,21:00:00,2023-05-20,Phone,4771,40,Economy,499.05,Discount,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-10,Non-Holiday,0,Storm,-7.6,15.42,10.12,78,0,296.89,51,American Airlines,190,235,1260,190
AA100,DFW,SFO,2023-01-20,14:33:00,2022-12-24,Phone,2955,52,First Class,139.59,Discount,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-20,Non-Holiday,0,Rain,6.13,19.3,49.68,225,0,391.89,27,American Airlines,19,88,873,19
CA303,JFK,LAS,2023-03-22,14:54:00,2022-12-25,Online,1275,61,Economy,558.42,Premium,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-22,Non-Holiday,0,Fog,39.27,10.19,44.03,66,0,714.85,87,Air Canada,80,89,894,80
AA100,ORD,MIA,2023-01-20,07:36:00,2022-11-09,Phone,657,65,First Class,1495.02,Premium,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-20,Non-Holiday,0,Rain,19.74,2.16,41.94,225,0,180.24,72,American Airlines,19,43,456,19
CA303,JFK,SEA,2023-02-18,02:47:00,2023-01-26,Phone,1203,40,First Class,781.07,Regular,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-18,Non-Holiday,0,Storm,30.63,1.48,18.09,111,0,1388.19,23,Air Canada,48,121,167,48
EA505,DEN,ATL,2023-04-07,20:02:00,2023-03-15,Phone,1249,56,Economy,1177.37,Discount,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-07,Non-Holiday,0,Fog,2.59,17.23,6.8,70,0,173.99,23,Emirates,96,169,1202,96
CA303,DEN,LAS,2023-06-06,02:01:00,2023-05-05,Online,1684,48,Economy,1344.38,Regular,Debit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-06,Non-Holiday,0,Snow,33.11,11.16,21.23,143,0,1053.17,32,Air Canada,156,220,121,156
CA303,DFW,MIA,2023-04-29,05:30:00,2023-02-25,Phone,926,20,Economy,1395.86,Premium,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-29,Non-Holiday,0,Rain,18.54,13.29,28.05,103,0,314.84,63,Air Canada,118,151,330,118
BA202,DEN,LAS,2023-08-20,15:35:00,2023-07-07,Travel Agency,228,64,First Class,607.49,Regular,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-20,Non-Holiday,0,Snow,1.58,12.62,34.0,209,0,378.29,44,British Airways,231,283,935,231
DA404,ORD,MIA,2023-11-11,23:06:00,2023-10-03,Travel Agency,4555,65,First Class,105.71,Discount,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-11,Non-Holiday,0,Fog,31.95,9.07,15.88,4,0,1027.39,39,Delta Airlines,314,371,1386,314
AA100,ORD,SEA,2023-03-10,03:53:00,2023-03-09,Phone,2917,57,First Class,1414.84,Premium,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-10,Non-Holiday,0,Rain,23.37,11.88,4.1,86,0,583.79,1,American Airlines,68,163,233,68
BA202,ORD,SEA,2023-11-03,12:19:00,2023-10-20,Phone,2845,25,Business,1339.79,Discount,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-03,Non-Holiday,0,Snow,3.72,1.1,23.04,168,0,142.51,14,British Airways,306,388,739,306
BA202,LAX,MIA,2023-04-22,14:40:00,2023-01-21,Online,1893,47,Economy,132.26,Regular,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Storm,-3.13,13.32,8.0,28,0,917.52,91,British Airways,111,116,880,111
